idTaxon;taxonNome;idPan;pan_nome
4604;Apareiodon davisi;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4612;Apareiodon vladii;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3735;Astyanax eremus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5205;Brachyhypopomus jureiae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3807;Brycon devillei;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3820;Brycon vermelha;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3828;Bryconamericus lambari;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4377;Characidium grajahuensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4379;Characidium heirmostigmata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4391;Characidium oiticicai;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4405;Characidium vestigipinne;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4747;Cnesterodon hypselurus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4748;Cnesterodon iguape;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3877;Coptobrycon bilineatus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6497;Corydoras lacerdai;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5688;Crenicichla empheres;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5690;Crenicichla hadrostigma;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5703;Crenicichla jupiaensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3931;Diapoma pyrrhopteryx;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3941;Glandulocauda caerulea;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3954;Hasemania piatan;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6853;Hemiancistrus megalopteryx;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
3995;Henochilus wheatlandii;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6666;Heptapterus multiradiatus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4002;Hollandichthys taramandahy;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4026;Hyphessobrycon flammeus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7006;Isbrueckerichthys saxicola;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7397;Ituglanis cahyensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4741;Jenynsia sanctaecatarinae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6599;Kalyptodoras bahiensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4124;Kolpotocheirodon figueiredoi;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4127;Lepidocharax diamantina;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7409;Listrura camposi;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7410;Listrura costai;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7412;Listrura nematopteryx;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7414;Listrura tetraradiata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4131;Lophiobrycon weitzmani;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7417;Microcambeva draco;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7050;Microlepidogaster perforatus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4146;Mimagoniates lateralis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4150;Mimagoniates sylvicola;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7061;Neoplecostomus selenae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7079;Otothyris juquiae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7107;Pareiorhaphis nasuta;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7112;Pareiorhaphis scutula;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7145;Parotocinclus spilurus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7159;Pogonopoma obscurum;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7175;Pseudotocinclus tietensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4285;Rachoviscus crassiceps;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4286;Rachoviscus graciliceps;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6744;Rhamdia jequitinhonha;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4317;Spintherobolus ankoseion;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4318;Spintherobolus broccae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4319;Spintherobolus leptoura;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4320;Spintherobolus papilliferus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7335;Steindachneridion amblyurum;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7336;Steindachneridion doceanum;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5149;Sternarchorhynchus britskii;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
5167;Tembeassu marauna;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7439;Trichogenes claviger;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7493;Cambeva paolence;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7495;Trichomycterus paquequerense;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7517;Cambeva tropeiro;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2355;Aegla brevipalma;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2356;Aegla camargoi;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2359;Aegla franca;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2361;Aegla grisella;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2362;Aegla inconspicua;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2363;Aegla inermis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2364;Aegla itacolomiensis;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2366;Aegla lata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2367;Aegla leachi;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2369;Aegla leptodactyla;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2370;Aegla ligulata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2372;Aegla manuinflata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2376;Aegla oblata;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2377;Aegla obstipa;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2382;Aegla perobae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2383;Aegla plana;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2385;Aegla pomerana;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2387;Aegla renana;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2388;Aegla rossiana;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2392;Aegla spinipalma;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2393;Aegla spinosa;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2394;Aegla strinatii;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
2396;Aegla violacea;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7053;Neoplecostomus botucatu;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
4787;Phalloptychus eigenmanni;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
7173;Pseudotocinclus juquiae;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
6556;Scleromystax macropterus;CEPTA_06.01;Peixes e Eglas da Mata Atlântica
10410;Diomedea dabbenena;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10411;Diomedea epomophora;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10412;Diomedea exulans;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10413;Diomedea sanfordi;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10439;Procellaria aequinoctialis;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10441;Procellaria conspicillata;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10442;Pterodroma arminjoniana;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10453;Puffinus lherminieri;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10417;Thalassarche chlororhynchos;CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo
10471;Anodorhynchus leari;CEMAVE_03.01;(Finalizado) Arara-azul-de-Lear - 1º ciclo
10471;Anodorhynchus leari;CEMAVE_15.02;(Finalizado) Arara-azul-de-Lear - 2º ciclo
10488;Cyanopsitta spixii;CEMAVE_11.01;(Finalizado) Ararinha-azul - 1º ciclo
10827;Pteronura brasiliensis;CENAP_01.01;(Finalizado) Ariranha - 1º ciclo
8748;Augastes lumachella;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9163;Conopophaga cearae;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9167;Conopophaga melanops nigrifrons;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10595;Crypturellus zabele;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9727;Formicivora grantsaui;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9623;Hemitriccus mirandae;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9259;Lepidocolaptes wagleri;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
8673;Leptodon forbesi;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9788;Myrmoderus ruficauda;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
8990;Neomorphus geoffroyi geoffroyi;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9092;Odontophorus capueira plumbeicollis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9082;Penelope jacucaca;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9639;Phylloscartes beckeri;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9648;Phylloscartes roquettei;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10202;Platyrinchus mystaceus niveigularis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9829;Pyriglena pernambucensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10524;Pyrrhura griseipectus;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9836;Rhopornis ardesiacus;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9678;Sclerurus cearensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9597;Scytalopus diamantinensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10400;Selenidera gouldii baturitensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9306;Spinus yarrellii;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9395;Synallaxis infuscata;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10010;Tangara cyanocephala cearensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10016;Tangara fastuosa;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9846;Terenura sicki;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
8817;Thalurania watertonii;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9856;Thamnophilus caerulescens cearensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9857;Thamnophilus caerulescens pernambucensis;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
10268;Xenops minutus alagoanus;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9264;Xiphocolaptes falcirostris;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9267;Xiphorhynchus atlanticus;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
9273;Xiphorhynchus guttatoides gracilirostris;CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo
8645;Amadonastur lacernulatus;CEMAVE_04.01;(Finalizado) Aves de Rapina
8657;Circus cinereus;CEMAVE_04.01;(Finalizado) Aves de Rapina
8667;Harpia harpyja;CEMAVE_04.01;(Finalizado) Aves de Rapina
8673;Leptodon forbesi;CEMAVE_04.01;(Finalizado) Aves de Rapina
8676;Morphnus guianensis;CEMAVE_04.01;(Finalizado) Aves de Rapina
10570;Pulsatrix perspicillata pulsatrix;CEMAVE_04.01;(Finalizado) Aves de Rapina
10571;Strix huhula albomarginata;CEMAVE_04.01;(Finalizado) Aves de Rapina
8686;Urubitinga coronata;CEMAVE_04.01;(Finalizado) Aves de Rapina
11159;Ateles marginatus;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
11273;Chiropotes utahickae;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10499;Guaruba guarouba;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
6898;Hypancistrus zebra;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10814;Leopardus wiedii;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
11139;Myrmecophaga tridactyla;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10935;Natalus macrourus;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
4239;Ossubtus xinguense;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10815;Panthera onca;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
11070;Priodontes maximus;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10827;Pteronura brasiliensis;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10816;Puma concolor;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10808;Speothos venaticus;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
11524;Trichechus inunguis;CEPAM_01.01;(Finalizado) Baixo e Médio Xingu
10808;Speothos venaticus;CENAP_06.01;(Finalizado) Cachorro-vinagre
13;Charinus troglobius;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
1108;Coarazuphium bezerra;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
1112;Coarazuphium pains;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
5242;Eigenmannia vicentespelaea;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
92;Giupponia chagasi;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
94;Iandumoema uai;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
10974;Lonchophylla dekeyseri;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
4324;Stygichthys typhlops;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
7472;Trichomycterus itacarambiensis;CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco
10792;Blastocerus dichotomus;CENAP_02.01;(Finalizado) Cervídeos
10794;Mazama bororo;CENAP_02.01;(Finalizado) Cervídeos
10796;Mazama nana;CENAP_02.01;(Finalizado) Cervídeos
10799;Ozotoceros bezoarticus bezoarticus;CENAP_02.01;(Finalizado) Cervídeos
10800;Ozotoceros bezoarticus leucogaster;CENAP_02.01;(Finalizado) Cervídeos
9730;Formicivora littoralis;CEMAVE_07.01;(Finalizado) Formigueiro-do-litoral
9064;Aburria jacutinga;CEMAVE_05.01;(Finalizado) Galliformes
9066;Crax blumenbachii;CEMAVE_05.01;(Finalizado) Galliformes
9067;Crax fasciolata pinima;CEMAVE_05.01;(Finalizado) Galliformes
9092;Odontophorus capueira plumbeicollis;CEMAVE_05.01;(Finalizado) Galliformes
9078;Pauxi mitu;CEMAVE_05.01;(Finalizado) Galliformes
9082;Penelope jacucaca;CEMAVE_05.01;(Finalizado) Galliformes
9085;Penelope ochrogaster;CEMAVE_05.01;(Finalizado) Galliformes
9087;Penelope superciliaris alagoensis;CEMAVE_05.01;(Finalizado) Galliformes
10843;Balaenoptera borealis;CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes
10845;Balaenoptera musculus;CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes
10846;Balaenoptera physalus;CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes
10840;Eubalaena australis;CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes
10874;Physeter macrocephalus;CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes
7915;Adelophryne maranguapensis;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
7935;Hylomantis granulosa;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12115;Glaucomastix abaetensis;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12121;Ameivula nativo;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12192;Amerotyphlops paucisquamus;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11709;Atractus caete;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11727;Atractus ronnie;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12216;Bothrops muriciensis;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12220;Bothrops pirajai;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8472;Chiasmocleis alagoana;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12101;Coleodactylus natalensis;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8289;Crossodactylus dantei;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8293;Crossodactylus lutzorum;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11760;Echinanthera cephalomaculata;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11999;Leposoma annectans;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12000;Leposoma baturitensis;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12003;Leposoma nanodactylus;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12006;Leposoma puk;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11597;Leposternon kisteumacheri;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
11600;Leposternon octostegum;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8134;Phyllodytes gyrinaethes;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8436;Physalaemus caete;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
8551;Proceratophrys sanctaritae;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12150;Tropidophis grapiuna;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12174;Tropidurus hygomi;RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste
12044;Enyalius erythroceneus;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11996;Heterodactylus lundii;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11997;Heterodactylus septentrionalis;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
8458;Physalaemus maximus;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
12019;Placosoma cipoense;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
12194;Amerotyphlops yonenagae;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11597;Leposternon kisteumacheri;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11863;Rodriguesophis chui;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
12169;Tropidurus erythrocephalus;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11592;Amphisbaena uroxena;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
11976;Calyptommatus sinebrachiatus;RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço
12197;Bothrops alcatraz;RAN_01.01;(Finalizado) Herpetofauna Insular
12206;Bothrops insularis;RAN_01.01;(Finalizado) Herpetofauna Insular
8175;Scinax alcatraz;RAN_01.01;(Finalizado) Herpetofauna Insular
1643;Actinote quadra;CBC_01.01;(Finalizado) Lepidópteros
1644;Actinote zikani;CBC_01.01;(Finalizado) Lepidópteros
1638;Arawacus aethesa;CBC_01.01;(Finalizado) Lepidópteros
1769;Charonias theano;CBC_01.01;(Finalizado) Lepidópteros
1650;Dasyophthalma geraensis;CBC_01.01;(Finalizado) Lepidópteros
1651;Dasyophthalma rusina delanira;CBC_01.01;(Finalizado) Lepidópteros
1652;Dasyophthalma vertebralis;CBC_01.01;(Finalizado) Lepidópteros
1829;Dirphia monticola;CBC_01.01;(Finalizado) Lepidópteros
1654;Doxocopa zalmunna;CBC_01.01;(Finalizado) Lepidópteros
1628;Drephalys miersi;CBC_01.01;(Finalizado) Lepidópteros
1629;Drephalys mourei;CBC_01.01;(Finalizado) Lepidópteros
1656;Episcada vitrea;CBC_01.01;(Finalizado) Lepidópteros
1657;Eresia erysice erysice;CBC_01.01;(Finalizado) Lepidópteros
1658;Euptychia boulleti;CBC_01.01;(Finalizado) Lepidópteros
1660;Heliconius nattereri;CBC_01.01;(Finalizado) Lepidópteros
